gares,UIC,2015,2016,2017,2018,latitude,longitude
PONT D'AIN,87743120,24354,24673,838,26249,21678,46.053961,5.334328500000001
LA COURONNE CARRO,87753541,34769,31843,37539,30708,21672,43.339807799999996,5.051707700000001
LAMURE SUR AZERGUES,87721860,32362,26273,08993,22679,21666,46.061083399999994,4.4921137
LAUTERBOURG,87212464,23136,22610,48317,24950,21638,48.9676973,8.1826817
LUXE,87583823,22633,24996,80784,27468,21635,45.8873947,0.1094107
MONTOIR DE BRETAGNE,87481713,11588,12574,04371,13949,21635,47.3210164,-2.1616777000000003
CLELLES MENS,87747626,24319,23126,45591,25611,21559,44.8272443,5.6050622
IGNEY AVRICOURT,87215103,21727,22803,89425,21906,21470,48.6467012,6.8053062
CHABRIS,87576223,14791,16300,71861,19859,21423,47.2549836,1.6459423999999998
MOULIS LISTRAC,87581231,17014,14069,73713,17867,21411,45.084027299999995,-0.7447365
BERTHELMING,87215335,19951,20717,83354,20083,21396,48.8096475,7.0087858999999995
MORGNY,87411439,33072,28912,07424,26118,21282,49.523218299999996,1.2478526
LA BAULE LES PINS,87481697,15448,13785,76132,18698,21261,47.2835196,-2.3648441000000004
CHEDDE,87746701,22703,23305,43856,22641,21249,45.9263464,6.7197662
SCHWEIGHOUSE SUR MODER,87213108,18739,17854,62015,16061,21221,48.8286765,7.742563499999999
LUXEUIL LES BAINS,87185595,29914,28143,30201,25898,21188,47.8148606,6.3726593000000005
DANNEMARIE VELESMES,87718312,26559,28129,79202,25444,21128,47.2038599,5.8738348
LE CATEAU,87295220,26810,23445,86047,23327,21113,50.091460600000005,3.5400454
LES DEUX JUMEAUX,87677104,22642,21850,45714,24654,21101,43.3699568,-1.7643532
VILLEFRANCHE SUR CHER,87576884,25589,24318,07993,23003,21068,47.2948034,1.7680939999999998
CHASSENEUIL SUR BONNIEURE,87583443,31627,27141,61481,28700,21027,45.824409100000004,0.45355280000000003
ROEUX,87342089,23362,22208,03584,23640,21018,50.3034404,2.8950172000000003
GONFARON,87755397,18252,20036,07618,20367,21017,43.3171516,6.2817644
DEVILLE,87172064,28099,25000,17998,24211,20934,49.8796028,4.707206200000001
COURCELLES SUR NIED,87192211,30617,27098,54359,25377,20933,49.0634035,6.3109926
ODEREN,87182634,26341,26481,61237,26678,20875,47.9118756,6.9734829
CARIGNAN,87172353,31371,28893,7399,24363,20816,49.6285736,5.1684754
BEDARRIDES,87765198,22469,20850,19532,26959,20795,44.0407636,4.8931321
LE VIEUX BRIOLLAY,87484139,20489,19947,6487,21836,20784,47.5739696,-0.48293959999999997
DONZERE,87764290,20729,19937,64522,23808,20780,44.4433646,4.7046262
LANGEAC,87734319,23675,22834,01381,26246,20721,45.10125,3.490672
LA TRICHERIE,87575183,19769,17366,55555,18790,20676,46.7288206,0.4412021
LE BREUIL SUR COUZE,87734228,20173,21098,84557,23247,20625,45.4670838,3.2621477999999997
CHAMPAGNE,87396275,40979,34654,81531,26741,20618,48.019711799999996,0.33522529999999995
BRETONCELLES,87394270,26475,24073,67637,20934,20615,48.4326737,0.8923825000000001
DIVES CABOURG,87444414,26357,24560,4,26720,20593,49.2864776,-0.10749960000000001
SAINT MARCEL,87751701,15702,19709,05196,24478,20576,43.28818,5.4671155
MAILLE,87575068,19791,19398,65501,20861,20413,47.0533855,0.5830236
NEUVES MAISONS,87141507,23481,16825,04457,17214,20336,48.6147666,6.1078904000000005
SAINT HILAIRE DE CHALEONS,87481234,8326,13337,08553,19155,20289,47.1057704,-1.8650604
LARAGNE,87763755,24927,24148,40465,24952,20265,44.3164984,5.8189832
VERREY,87713081,25966,23721,15751,24614,20264,47.438590500000004,4.670022299999999
VIEUX THANN ZONE INDUSTRIELLE,87181289,25872,21017,00998,20815,20228,47.8020615,7.1326428
INGERSHEIM CITE SCOLAIRE,87303875,31209,29867,9376,26196,20227,48.0888721,7.297614299999999
LANDAUL MENDON,87476226,17177,17618,44423,18404,20218,47.7359877,-3.0860172
NICE PONT MICHEL,87590299,17235,22258,02033,26358,20167,43.72254,7.29142
CHINDRIEUX,87741116,15915,15265,43773,20739,20149,45.8034376,5.8468876
ANOR,87295055,22276,20983,66407,20943,20097,49.984891999999995,4.0929803
FRESNOY LE GRAND,87296293,17913,22091,84793,23812,19992,49.950196399999996,3.4326800000000004
GEMEAUX,87713842,20887,23194,34451,22008,19944,47.478542,5.1293074
CHESSY,87721761,26779,27764,88192,20849,19730,45.885545,4.6222625
SAINT AY,87574129,21231,19614,17178,17741,19727,47.863133000000005,1.7499596999999998
SAINT YRIEIX,87592824,27730,27333,76933,26933,19712,45.5192516,1.2053608
ISSE,87481622,21166,21193,23531,24814,19694,47.6268289,-1.45068
LUSSAC LES CHATEAUX,87575845,24970,26702,00254,26226,19520,46.4051106,0.7186918000000001
BRETTEVILLE NORREY,87444042,19555,20034,89677,22059,19515,49.203411200000005,-0.5127396
RANSPACH,87182402,22381,23264,32822,22046,19487,47.881595399999995,7.012318400000001
RIVARENNES,87571653,17120,18089,27189,18529,19409,47.2677425,0.36189990000000005
MONTLOUIS,87571273,21804,21990,01075,20668,19364,47.391530700000004,0.8173986999999999
GRAND COMBE LA PISE,87775254,19051,24681,69547,24853,19328,44.209815899999995,4.0329591
LES HOUCHES,87746743,19240,22390,34686,22584,19264,45.8935639,6.796924000000001
MIRAUMONT,87342030,17180,17402,71422,19506,19214,50.0958521,2.7344755000000003
SAINT VICTOR THIZY,87721043,18268,21460,81014,21617,19050,46.002478100000005,4.2810245
FONS SAINT MAMERT,87775379,12214,15647,1994,18184,19029,43.9073195,4.206668700000001
LE MOLAY LITTRY,87444083,23771,23463,93142,21613,19002,49.2493263,-0.8809741
PIGNANS,87755389,18054,20858,22989,21896,19002,43.298475,6.2248459
GUETHARY,87673459,18061,18830,46286,21347,18887,43.425349100000005,-1.6098615
PERNES CAMBLAIN,87342550,21222,23632,26849,22198,18796,50.480204799999996,2.4310822999999995
MAGLAND,87746412,20754,16746,44209,21825,18787,46.016945,6.6215075
ASCQ,87286864,14630,14407,0148,17590,18741,50.6218591,3.1598992000000004
DISTROFF,87191320,25644,24275,87349,23789,18734,49.33523220000001,6.2603013
AIGREFEUILLE LE THOU,87485193,0,266,157144,14513,18670,46.09402,-0.95168
LE THEIL LA ROUGE,87396333,21490,20037,52593,18680,18549,48.2672964,0.6944581
ALLASSAC,87594234,16854,14697,20064,16670,18504,45.2589385,1.4731471
GUNSBACH GRIESBACH,87182386,20815,22226,69485,23087,18386,48.0414908,7.174840700000001
SURY LE COMTAL,87726422,21352,17312,72574,20035,18364,45.5291194,4.1824904
DRUYE,87571612,13438,13999,23262,17107,18357,47.3070191,0.5354805
REUILLY,87597039,20358,18211,78344,18483,18355,47.0853677,2.0474783
HOELSCHLOCH,87213413,20874,21663,35171,18232,18341,48.9163252,7.831494900000001
LAMAGISTERE,87611855,20983,21427,12077,23252,18339,44.1267231,0.8255002
NURIEUX,87743351,24107,23201,92785,22712,18300,46.1842195,5.5327486
VIELMUR SUR AGOUT,87615492,24362,21009,60516,20724,18237,43.623928,2.0895781
TENDE,87756882,24345,26822,54602,26052,18199,44.089921999999994,7.594160799999999
TROIS CHENES,87184242,16508,21491,07143,20775,18155,47.648082200000005,6.8462281
MAUVES SUR LOIRE,87481150,16069,16388,54902,18573,18128,47.293021100000004,-1.3893042
MARTRES TOLOSANE,87611087,24089,24474,66271,22694,18094,43.19620689999999,1.0167558
COURCY BRIMONT,87171710,21508,20782,38479,18842,18016,49.329600299999996,4.0134623
MARBACHE,87141796,16503,14137,40234,15930,17978,48.801040500000006,6.1091755
PIERRE BUFFIERE,87592253,14953,20189,32941,18866,17974,45.6995226,1.3472667
LES EGLISOTTES,87584532,12777,14905,4792,15364,17957,45.0942299,-0.043757599999999994
VALENCAY,87576215,19380,19882,77165,18854,17864,47.163171999999996,1.5584441999999998
SAINT PRIEST TAURION,87592055,27176,24955,19585,23189,17765,45.8872383,1.4002297
AVIGNONET,87616011,28211,26652,19229,26703,17746,43.363876899999994,1.7872686999999998
PONT DE LA DEULE,87345207,23457,19886,49389,19305,17724,50.39813,3.0850299999999997
BERLAIMONT,87295808,19691,15493,3794,18551,17711,50.1980095,3.8105316
CHANTONNAY,87486332,19927,16152,35839,15532,17660,46.6898472,-1.0544143999999998
MAGNEUX COURLANDON,87400986,19094,25897,87077,24648,17563,49.3100006,3.7331443999999996
LUMES,87172189,20192,20465,12296,21534,17542,49.7327973,4.7833571
PONTORSON MONT SAINT MICHEL,87478263,24136,21421,1,21439,17539,48.5527286,-1.5049306999999998
SAINT ANTOINE DU ROCHER,87571539,21199,19044,80927,17089,17539,47.503839,0.6164675999999999
GERMAINE,87171587,20198,19879,50464,19527,17521,49.1277634,4.0228976
CASINO LACROIX LAVAL,87208553,20468,18331,24516,21500,17487,45.7878115,4.7309383
DAMIATTE SAINT PAUL,87615484,22436,22814,89936,21096,17446,43.6566194,1.9733585
LUDRES,87141481,15639,15686,13134,16244,17438,48.6219545,6.1709118
MAMIROLLE,87718510,18392,17105,59714,19376,17418,47.199871200000004,6.1617410999999995
MEYMAC,87594275,21825,18281,67368,18350,17328,45.5302313,2.1640905
LANDRECIES,87295642,18448,18121,99177,18718,17320,50.1283138,3.681997
LES EYZIES,87595736,21824,22584,19638,21489,17280,44.9411916,1.0081942
PONTGOUIN,87394247,17423,16746,39318,15576,17267,48.477866999999996,1.1414358999999998
VINCEY,87144063,26350,21937,70623,19685,17225,48.343647100000005,6.3355129
LE DORAT,87592543,26369,25037,54285,21886,17164,46.2110908,1.0793363999999999
LA CHAPELLE AULNAY,87590364,12746,13054,30072,15547,17143,47.3087224,-1.5414843999999999
SAINT BERON LA BRIDOIRE,87741454,17741,19063,81187,20433,17138,45.5038935,5.7319345
SAINT JUNIEN,87592709,22508,21175,32672,21544,17115,45.8813844,0.9004849
LA COQUILLE,87592501,20926,20871,94928,20906,17110,45.540850899999995,0.9744004999999999
SAINT ROMAIN DE POPEY,87721456,23578,21300,5661,20927,17105,45.861605299999994,4.5423351
MACHILLY,87745588,17134,18531,10916,22105,17101,46.2512825,6.3282335
BARSAC,87582759,23455,21672,76852,20850,17065,44.605430600000005,-0.3215775
VIRIEU SUR BOURBRE,87747204,16332,15897,4319,15848,16990,45.491703,5.472142400000001
AVRANCHES,87448514,28911,23086,91429,24311,16954,48.6902445,-1.3700755
NERONDES,87576454,22791,20498,2425,17891,16909,46.999689700000005,2.8221694999999998
PERTUIS,87751362,51241,51534,58876,53695,16784,43.6845547,5.5037023000000005
MEURSAULT,87713560,16038,15772,87742,18019,16723,46.96904970000001,4.7954444
PENNE,87586438,19069,18351,06639,17974,16672,44.37998579999999,0.8029779
GILLEY,87718577,21001,13031,05459,16797,16559,47.0500626,6.4925676
MARQUILLIES,87342469,20913,19534,45294,17314,16557,50.5477246,2.8661707
SAINT SATURNIN LES AVIGNON,87765438,19959,13198,99591,16460,16523,43.9531783,4.9352794
CHALAIS,87583690,17180,14990,30918,16052,16505,45.27083270000001,0.0435966
PUGET VILLE,87755363,15366,16824,06853,18586,16446,43.283085,6.1384483
MURAT,87645481,21430,18669,79926,18840,16401,45.109148299999994,2.8696045
VIMY,87342576,18525,17949,49563,15830,16330,50.3732316,2.8229549
MONETEAU GURGY,87683557,17069,16139,80571,21150,16274,47.8507856,3.5798071000000005
PONTMORT,87734103,25693,24978,81899,21981,16232,45.939485999999995,3.1601248
CHATILLON D'AZERGUES,87721753,23326,22861,80382,17707,16175,45.875181500000004,4.6451164
L'HOPITAL DU GROSBOIS,87718528,17095,17010,42742,17964,16125,47.1691016,6.2130861
ANGERS MAITRE ECOLE,87484048,16649,12663,18614,12708,16070,47.4670899,-0.531894
BOVES,87313213,16198,16521,3429,14182,16049,49.8462355,2.3981165
ANGERVILLE,87543090,19008,18698,92857,18983,16013,48.3112062,2.0034931
SAINT PATERNE,87571554,15542,13857,346,14218,15918,47.604200299999995,0.47832890000000006
SOTTEVILLE,87411223,17261,17117,39539,18935,15913,49.4129479,1.102362
AVOUDREY,87718551,19852,17448,46556,17198,15850,47.129835899999996,6.434573
BUSSIERE GALANT,87592741,19921,21535,787,19077,15815,45.6076224,1.0261372
LE THEIL DE BRETAGNE,87471342,29396,25002,08705,16854,15678,47.918742,-1.4319925
DIGOIN,87694695,21829,18785,00871,19277,15496,46.4851604,3.9876537000000005
AMIFONTAINE,87171744,11071,12624,29096,15485,15470,49.4847322,3.9105811000000004
BEDARIEUX,87781609,17230,16859,29677,17095,15337,43.6086972,3.1495688
TINCQUES,87342303,17454,17962,46771,18078,15320,50.35699,2.4980285
NEUILLE PONT PIERRE,87571547,18864,18315,42094,14988,15307,47.5580135,0.5649155
SAINT LEON SUR L'ISLE,87595264,16999,15771,06369,16445,15292,45.1233004,0.4923106
LAVILLETERTRE,87381202,20529,19806,88026,20402,15272,49.2024666,1.9206361
MESSEIN,87141499,14539,13975,34279,13950,15265,48.6128788,6.1378364
ARGENTIERE,87746859,16513,15678,1066,13277,15238,45.981943799999996,6.9264844
PEYREHORADE,87672337,20360,17959,08857,18223,15140,43.5468102,-1.1157576999999999
EBERSHEIM,87214106,15433,14582,95291,13195,15104,48.3099953,7.494471000000001
AGAY,87757559,19121,19240,51437,14154,15093,43.4313701,6.8564997000000005
DOMPIERRE SEPT FONS,87696427,17781,16866,74258,17524,15074,46.5263166,3.6749309
FRENOUVILLE CAGNY,87444182,10752,13308,30856,15249,15018,49.141119200000006,-0.2603256
LA HUTTE COULOMBIERS,87396093,16714,13864,44532,15499,14966,48.303495,0.1056788
SIMANDRE SUR SURAN,87743336,12713,14828,65161,14491,14966,46.2202097,5.4210929000000005
BAULE,87574152,11778,11273,7228,12138,14919,47.811753499999995,1.6681270000000001
SELLES SAINT DENIS,87576140,16863,16410,35622,14086,14876,47.3883857,1.9222038000000001
SAINT SAVINIEN,87491035,14410,14954,32053,16260,14867,45.8759277,-0.6778774999999999
BOURBOURG,87281279,10384,14627,41579,15587,14818,50.952267,2.1942305
LES MOUTIERS EN RETZ,87481259,7070,11809,02,13334,14809,47.061898299999996,-2.0009628
JOIGNY SUR MEUSE,87172031,21861,19924,80793,16490,14796,49.8336807,4.767238900000001
LARDENNE,87611939,17025,16736,49871,17190,14783,43.5966262,1.3839252
L'HOSPITALET PRES L'ANDORRE,87611517,21743,20230,4,18765,14734,42.5894535,1.8002634999999998
ZETTING,87193649,16874,17306,77264,17152,14705,49.078373600000006,7.134539999999999
LES LACS,87471516,13065,12276,38123,14078,14661,48.1094359,-1.3208165
LA GRAVE D'AMBARES,87491274,16367,16509,43707,15121,14632,44.9356421,-0.47702100000000003
FLEURVILLE PONT DE VAUX,87725663,16776,15186,42536,16709,14616,46.450927899999996,4.8840722
LOISON SOUS LENS,87345231,15488,11559,89667,15199,14600,50.4401891,2.8592402999999997
SAINT ANDRE,87286195,17216,16714,91007,17021,14598,50.6544842,3.0475916
NANTIAT,87592444,19161,19632,97551,18904,14570,46.005619200000005,1.1563733999999999
BOURGNEUF EN RETZ,87481242,11131,14164,13747,15541,14560,47.046963399999996,-1.9551942
ARNAGE,87396549,19029,15575,26239,17688,14550,47.92856629999999,0.1898826
LAILLE,87471144,24140,23001,97736,17846,14529,47.9717527,-1.7495653999999998
SCHOPPERTEN,87215483,22452,20846,67448,17754,14462,48.9456499,7.055778999999999
QUEDILLAC,87473058,9223,7876,886634,10624,14362,48.2484804,-2.1452204
LOURCHES,87343475,10803,11772,06195,13822,14353,50.310283399999996,3.3434016000000004
TOURNAY,87671172,21615,18808,14307,18993,14349,43.1836066,0.2389703
AUDRIEU,87444059,16984,16471,85892,16234,14323,49.2161315,-0.5960138
HARGICOURT PIERREPONT,87313338,16591,17562,33231,17002,14222,49.7138593,2.5317673
PONT REMY,87313130,17444,17224,82379,17400,14120,50.047234100000004,1.8988403999999999
SAINT DENIS LES MARTEL,87594572,18147,19801,57502,18682,14091,44.9459316,1.6663378
VIVIEZ DECAZEVILLE,87613661,18483,16694,2449,18038,14083,44.5555678,2.2182582
FOURCHAMBAULT,87696229,19230,18144,90471,17433,14058,47.0189684,3.0873673
BOUSSAY LA BRUFFIERE,87481176,17921,16363,21365,18605,14045,47.050574100000006,-1.1828046
SAINT AUBIN SAINT LUPERCE,87394213,17792,16298,32342,12809,14033,48.447642200000004,1.3318386999999998
BRETENOUX BIARS,87594762,21919,18328,41797,16366,14024,44.9273692,1.8436871
SAINT VICTOR,87415166,14370,15750,05427,16633,13998,49.6770346,1.1097122
SAINTE COLOMBE,87715151,13097,13339,46221,16285,13993,46.879207,6.2659748
BREUIL ROMAIN,87171322,23285,13118,49783,13838,13976,49.3084141,3.7665322
SALOME,87342451,13952,15485,76115,16221,13829,50.541452899999996,2.8366078
NAUCELLE,87615732,16082,14811,50072,15434,13756,44.1854793,2.3635040000000003
LIMOGES MONTJOVIS,87592022,18741,18413,09226,19482,13720,45.8384117,1.2514147
SAINT MACAIRE,87582825,10543,11496,53713,12037,13681,44.5686216,-0.22706010000000001
AUBIGNE RACAN,87396572,18342,19307,97306,15823,13647,47.686945,0.26577140000000005
SAINT FLORENT SUR CHER,87576272,17712,16555,21047,15890,13623,46.9921865,2.2525668
FEUQUIERES BROQUIERS,87313742,22632,20207,13892,17337,13619,49.6545751,1.8305169
GRESY SUR ISERE,87741611,14943,14268,46765,14508,13601,45.594432,6.2588584
MAROEUIL,87342188,22069,21672,05688,20374,13588,50.322603,2.6983279
SAINT SENOUX PLECHATEL,87471169,19286,16712,2165,17055,13570,47.897751899999996,-1.7661904
BEAUMONT LE ROGER,87387183,12389,12102,76855,14013,13543,49.0741722,0.7727864999999999
LANTENAY,87712323,14812,13492,54,14142,13520,47.335108500000004,4.860963
SAINT GERMAIN LES BELLES,87592287,14775,13592,82197,13004,13497,45.6098703,1.4800396999999998
LAIFOUR,87172072,15579,14169,12783,13866,13466,49.911256,4.6923484
GRAGNAGUE,87615377,11090,13393,4191,13242,13357,43.696179,1.567731
FOUGERAY LANGON,87471201,12838,10415,06374,9697,13342,47.7297956,-1.8510921000000002
VIC MIREVAL,87773531,15990,17870,36772,16084,13338,43.5007687,3.7994505
VAL DE VESLE,87171611,13162,13592,53563,15922,13331,49.17792,4.22221
LOOS EN GOHELLE,87345033,9863,10081,10488,13300,13253,50.4378798,2.7933955000000004
SERRES,87763722,17529,17619,82516,18488,13227,44.4246573,5.7184200999999995
MONTESCOURT,87296418,17477,15710,39761,17121,13215,49.7380842,3.2519756
DOMFRONT,87396200,12836,13321,26475,13090,13210,48.1076766,0.0262592
SERVOZ,87746719,11302,10376,13239,12565,13163,45.9244592,6.763444
SAINT AIGULIN LA ROCHE CHALAIS,87584540,11140,10736,43313,10372,13155,45.15731629999999,-0.0189768
LA ROCHE MAURICE,87474262,10990,13568,87443,13963,13113,48.4740885,-4.2050964
LAISSEY,87718437,12249,13604,71029,14954,13102,47.298722999999995,6.23304
MAGNAC VICQ,87592279,14010,11319,80189,12782,13083,45.628800700000006,1.4438445
RUFFEY,87713826,17446,13713,7929,15158,13066,47.370587,5.079358
CHAZAY MARCILLY,87721415,13632,15361,96528,17384,13054,45.8729618,4.7252221
AZAY SUR CHER,87574442,12858,13090,23604,13521,13004,47.365269500000004,0.8599885
THEILLAY,87543199,20697,19187,35618,15058,12958,47.3139904,2.0443867
DANGE SAINT ROMAIN,87575126,14147,13323,67017,11270,12949,46.937839700000005,0.6087754
KALHAUSEN,87193664,13738,12860,24,12170,12902,49.035058500000005,7.125352
LUCAY LE MALE,87576363,15277,15517,62505,14251,12893,47.1329836,1.4358256999999999
BEUVRY LES BETHUNE,87342402,14810,12758,55712,13702,12855,50.5356021,2.6924092999999996
JARRIE VIZILLE,87747535,29168,16778,76845,15895,12850,45.085454299999995,5.7424487
CORGOLOIN,87713537,13779,12360,59419,13228,12843,47.0841982,4.9171231
SAINT CESAIRE,87775072,10413,9770,388388,14749,12823,43.8133863,4.3276399
FRANOIS,87718304,24509,25535,709,28351,12811,47.2273609,5.937498000000001
AVENAY,87171579,24502,21039,4169,15908,12786,49.0647826,4.043689
SALLAUMINES,87345215,17301,14027,816,12327,12786,50.4223266,2.8556769
BEDOUS,87672774,525,15975,4,18010,12640,42.99589,-0.60348
BENGY,87576447,7331,11735,09244,13874,12622,47.0004698,2.7492361
SALSES,87784157,12810,11846,87558,14103,12473,42.8356091,2.9174466
SAINT LAURENT EN GRANDVAUX,87715417,16064,16952,4831,17453,12442,46.574797499999995,5.9512119000000006
THEZY GLIMONT,87316125,18617,15907,3443,13471,12411,49.8118528,2.435931
CONDE SUR HUISNE,87394288,18717,16329,18232,13533,12395,48.3834826,0.8487023000000001
LA JONCHERE,87592337,13240,13579,98676,13285,12394,45.994457700000005,1.4803853
